Contract,Rate Card,Project Title,Job Title,Line Item Type,Qty
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000076344335 - 259 Woodville Rd, Guildford, Nsw 2161",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000184731131 - 54a Guildford Rd, Guildford, Nsw 2161",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000056970783 - 67 Station St, Guildford, Nsw 2161",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000065205405 - 2/10a West St, Guildford, Nsw 2161",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000009922918 - 1/33 Regent St, Kogarah, Nsw 2217",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000181210095 - Metro Miranda Inn, 5/522 Kingsway , Miranda, Nsw 2228",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC100058872996 - Metro Miranda Inn, 522-524 Kingsway , Miranda, Nsw 2228",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC100057914764 - 22/314 Willarong Rd, Caringbah South, Nsw 2229",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000110589171 - Yallambee Village, 64/34-36 Hydrae St, Revesby, Nsw 2212",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000166367915 - Yallambee Village, 96/34 Hydrae St, Revesby, Nsw 2212",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000166367240 - Yallambee Village, 63/34 Hydrae St, Revesby, Nsw 2212",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000166367839 - Yallambee Village, 90/34 Hydrae St, Revesby, Nsw 2212",FC-03-01-01 - Existing copper drop sheath validation,1
Datateks - MWA,Datateks - MWA Rate Card,L0401 - Validations 6,"LOC000166367887 - Yallambee Village, 93/34 Hydrae St, Revesby, Nsw 2212",FC-03-01-01 - Existing copper drop sheath validation,1
