Contract,Rate Card,Project Title,Job Title,Line Item Type,Qty
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-BJL-641,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-BJL-641,FB-03-01-02 | Splicing of single fibre,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-BJL-641,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-BJL-642,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-BJL-642,FB-03-01-02 | Splicing of single fibre,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-BJL-642,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-FJL-301,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-FJL-301,FB-03-01-02 | Splicing of single fibre,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-FJL-301,FB-04-02-01 | Uni-directional OTDR Testing to the first fibre tested,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-SMP-641,FB-02-01-01 | Installation of multiport or splitter multiport in underground pit or manhole,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-SMP-641,FB-04-02-08 | PON Power Meter Test,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-05-SMP-641,FB-04-02-01 | Uni-directional OTDR Testing to the first fibre tested,1
