Contract,Rate Card,Project Title,Job Title,Line Item Type,Qty
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,40 - 601283470 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,80
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,41 - 601283479 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,68.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,44 - 601285295 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,72.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,45 - 601285389 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,102.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,46 - 601285415 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,13.7
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,47 - 601285426 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,37.8
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,49 - 601285513 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,34.2
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,50 - 601285574 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,77
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,51 - 601287102 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,99
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,52 - 601287123 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,90.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,53 - 601289751 - Cu 1800/0.40 PIUT PE - CVIC01 c81:M1-1800,CID-01-01-01 | Copper Identification for Copper Recovery,78.2
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,54 - 601289770 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,19.4
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,55 - 601289823 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,18.6
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,56 - 601289784 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,62.3
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,57 - 601290225 - Cu 600/0.40 CPIUT MB - CVIC01 c81:M1601-1800 400DEAD,CID-01-01-01 | Copper Identification for Copper Recovery,7.3
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,58 - 601290238 - Cu 600/0.40 CPIUT MB - CVIC01 c81:M1601-1800 400DEAD,CID-01-01-01 | Copper Identification for Copper Recovery,45.2
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,59 - 601290424 - Cu 1800/0.40 PIUT PE - CVIC01 c81:M1-1800,CID-01-01-01 | Copper Identification for Copper Recovery,27.2
