Contract,Rate Card,Project Title,Job Title,Line Item Type,Qty
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSD-301,CI-02-01-12O | Installation of 12 fibre cable sheath in occupied underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSD-301,CI-02-01-12V | Installation of 12 fibre cable sheath in vacant underground duct all-inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSD-302,CI-02-01-13O | Installation of single fibre cable sheath in occupied underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSD-302,CI-02-01-13V | Installation of single fibre cable sheath in vacant underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSD-303,CI-02-01-13O | Installation of single fibre cable sheath in occupied underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSD-303,CI-02-01-13V | Installation of single fibre cable sheath in vacant underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSD-304,CI-02-01-13O | Installation of single fibre cable sheath in occupied underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSD-304,CI-02-01-13V | Installation of single fibre cable sheath in vacant underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSD-305,CI-02-01-13O | Installation of single fibre cable sheath in occupied underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSD-305,CI-02-01-13V | Installation of single fibre cable sheath in vacant underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSL-642,CI-02-01-12O | Installation of 12 fibre cable sheath in occupied underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-08-FSL-642,CI-02-01-12V | Installation of 12 fibre cable sheath in vacant underground duct all-inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-BJL-641,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-BJL-641,FB-03-01-02 | Splicing of single fibre,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-BJL-641,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-SMP-641,FB-02-01-01 | Installation of multiport or splitter multiport in underground pit or manhole,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-SMP-641,FB-04-02-08 | PON Power Meter Test,8
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-SSS-641,CI-02-01-13O | Installation of single fibre cable sheath in occupied underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-SSS-641,CI-02-01-13V | Installation of single fibre cable sheath in vacant underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-SSS-642,CI-02-01-13O | Installation of single fibre cable sheath in occupied underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-SSS-642,CI-02-01-13V | Installation of single fibre cable sheath in vacant underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-SSS-643,CI-02-01-13O | Installation of single fibre cable sheath in occupied underground duct all- inclusive by any means,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-04 - Construction,2CAS-04-09-SSS-643,CI-02-01-13V | Installation of single fibre cable sheath in vacant underground duct all- inclusive by any means,1
