Contract,Rate Card,Project Title,Job Title,Line Item Type,Qty
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-600,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-600,FB-03-01-02 | Splicing of single fibre,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-600,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-600,FB-01-04-02 | Installation of a splitter within an existing BJL enclosure,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-601,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-601,FB-03-01-02 | Splicing of single fibre,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-601,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-601,FB-01-04-02 | Installation of a splitter within an existing BJL enclosure,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-602,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-602,FB-03-01-02 | Splicing of single fibre,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-602,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-602,FB-01-04-02 | Installation of a splitter within an existing BJL enclosure,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-603,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-603,FB-03-01-02 | Splicing of single fibre,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-603,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-603,FB-01-04-02 | Installation of a splitter within an existing BJL enclosure,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-604,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-604,FB-03-01-02 | Splicing of single fibre,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-604,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-604,FB-01-04-02 | Installation of a splitter within an existing BJL enclosure,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-605,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-605,FB-03-01-02 | Splicing of single fibre,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-605,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-605,FB-01-04-02 | Installation of a splitter within an existing BJL enclosure,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-606,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-606,FB-03-01-02 | Splicing of single fibre,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-606,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-BJL-606,FB-01-04-02 | Installation of a splitter within an existing BJL enclosure,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FJL-301,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FJL-301,FB-03-01-02 | Splicing of single fibre,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FJL-301,FB-04-02-01 | Uni-directional OTDR Testing to the first fibre tested,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FJL-301,FB-01-04-03 | Installation of a splitter within an existing FJL enclosure,3
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FJL-301,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FJL-302,FB-01-01-03 | Installation and preparation of a fibre joint enclosure up to and including 12 fibres,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FJL-302,FB-03-01-02 | Splicing of single fibre,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FJL-302,FB-04-02-01 | Uni-directional OTDR Testing to the first fibre tested,12
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FJL-302,FB-01-04-03 | Installation of a splitter within an existing FJL enclosure,3
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FJL-302,FB-03-01-04 | De ribbonise 12 fibre ribbon,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FSD-301,CI-02-01-12O | Installation of 12 fibre cable sheath in occupied underground duct all- inclusive by any means,7.6
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FSD-301,CI-02-01-12V | Installation of 12 fibre cable sheath in vacant underground duct all-inclusive by any means,
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FSL-647,CI-02-01-12O | Installation of 12 fibre cable sheath in occupied underground duct all- inclusive by any means,71
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-FSL-647,CI-02-01-12V | Installation of 12 fibre cable sheath in vacant underground duct all-inclusive by any means,
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-SMP-301,FB-02-01-01 | Installation of multiport or splitter multiport in underground pit or manhole,1
Downer - ODM- N2P Trial,Downer - ODM - N2P Trial Rate Card,2CAS-22 - Construction,2CAS-22-03-SMP-301,FB-04-02-08 | PON Power Meter Test,8
