Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM),Rate,Item Description,Xero Account,
UGL,UGL - Power Works,UG-01-48,Prepare 48F OPGW for splicing,SHEATH," $	1,095.00 ",Preparation of 48F OPGW for splicing,45131,
UGL,UGL - Power Works,UG-01-01,Prepare Joint Enclosure,ENCLOSURE, $	325.00 ,Preparation of Joint Enclosure,45131,
UGL,UGL - Power Works,UG-02-01,Splice Single Fibre,FIBRE, $	28.00 ,Splicing of Single Optic Fibres,45131,
UGL,UGL - Power Works,UG-03-01,Test Fibre (OTDR),FIBRE, $	37.00 ,OTDR Testing of Optical Fibre,45131,
UGL,UGL - Power Works,UG-99-01,Mobilisation,KM, $	1.75 ,Mobilisation,45131,
UGL,UGL - Power Works,UG-99-02,LAFHA,NIGHT, $	250.00 ,Living Away From Home Allowance,45131,
UGL,UGL - Power Works,UG-05-03,Fibre Technician (BH),HOUR, $	110.00 ,Fibre Technician - fully equipped (9am-5pm),45131,
UGL,UGL - Power Works,UG-05-05,Fibre Technician (AH),HOUR, $	150.00 ,Fibre Technician - fully equipped (5pm-9am),45131,
